timestamp,DecibelSource,PitchSensor
1563272769826,53.03360135606634,256.04205806671627
1563272769866,53.2673634831887,256.04205806671627
1563272769871,,219.24854096912202
1563272769906,49.66855640846628,219.24854096912202
1563272769947,40.984159862788374,219.24854096912202
1563272769986,40.758833784566036,219.24854096912202
1563272769989,,209.818115234375
1563272770026,46.30794734814469,209.818115234375
1563272770066,45.627517049638904,209.818115234375
1563272770106,40.20875223586649,
1563272770146,40.36976398797589,
1563272770153,,266.25880650111606
1563272770186,39.76831606126365,266.25880650111606
1563272770226,39.757971230922145,266.25880650111606
1563272770266,38.86487176060041,266.25880650111606
1563272770307,39.262387332560365,
1563272770347,41.638709496881646,
1563272770353,,1970.2880859375
1563272770387,41.98750897219854,1970.2880859375
1563272770427,41.73648677401766,
1563272770428,,1970.2880859375
1563272770467,49.75331160203684,
1563272770508,55.121174638810935,
1563272770548,51.006504316647785,
1563272770562,,276.9342985607329
1563272770587,52.38102665372295,276.9342985607329
1563272770629,51.25136363945349,276.9342985607329
1563272770667,51.091960340462926,
1563272770707,55.61846655496304,
1563272770718,,298.36937313988096
1563272770748,55.2350773664519,
1563272770749,,298.36937313988096
1563272770787,50.538052997198875,298.36937313988096
1563272770828,59.559312150907786,298.36937313988096
1563272770845,,369.166259765625
1563272770867,52.50971626522031,369.166259765625
1563272770907,66.39608885902412,369.166259765625
1563272770916,,222.05157470703125
1563272770948,68.8150263510422,222.05157470703125
1563272770987,64.00686277391729,
1563272770988,,222.05157470703125
1563272771005,,289.9331768840348
1563272771027,65.78186755967643,289.9331768840348
1563272771067,58.61229297398653,
1563272771068,,289.9331768840348
1563272771107,63.43787491823714,289.9331768840348
1563272771150,56.66188387025844,
1563272771187,58.217539994189586,
1563272771197,,226.6220814098011
1563272771227,59.49772358013238,
1563272771228,,226.6220814098011
1563272771267,62.87517258772999,
1563272771268,,226.6220814098011
1563272771287,,119.8585205078125
1563272771307,61.649488897217644,
1563272771308,,119.8585205078125
1563272771349,61.89141620710569,119.8585205078125
1563272771387,57.62505977327359,119.8585205078125
1563272771427,56.01959663008159,
1563272771468,58.26369749600373,
1563272771484,,118.45361328125
1563272771508,64.2487020545713,118.45361328125
1563272771548,62.634958594868316,118.45361328125
1563272771588,46.63116373716183,
1563272771627,53.39933497742747,
1563272771641,,1004.3241373697917
1563272771667,60.23997913991232,1004.3241373697917
1563272771707,51.36491960939089,1004.3241373697917
1563272771747,43.72962981883798,1004.3241373697917
1563272771787,43.055454573910595,
1563272771827,54.35138521007651,
1563272771844,,104.76262652684773
1563272771867,65.9413780819638,104.76262652684773
1563272771907,64.64025926672828,104.76262652684773
1563272771922,,135.32273501441594
1563272771947,55.13498379692494,135.32273501441594
1563272771988,49.26212239343842,135.32273501441594
1563272772028,42.0825554028343,135.32273501441594
1563272772042,,148.56974283854169
1563272772067,43.73175647623323,
1563272772068,,148.56974283854169
1563272772106,63.13070720934675,
1563272772107,,148.56974283854169
1563272772147,62.29588118278563,
1563272772187,53.81474522251487,
1563272772201,,263.01472981770837
1563272772227,54.999559426165106,263.01472981770837
1563272772267,66.8394092706102,263.01472981770837
1563272772307,65.36318121887706,263.01472981770837
1563272772318,,277.4700927734375
1563272772347,62.8324444836926,
1563272772348,,277.4700927734375
1563272772387,59.450784317747775,
1563272772389,,277.4700927734375
1563272772426,51.878647591028255,
1563272772468,50.01149218186847,
1563272772489,,154.6408148871528
1563272772490,,154.6408148871528
1563272772507,58.03685332954637,154.6408148871528
1563272772547,57.4030748689775,154.6408148871528
1563272772588,46.7148914793193,154.6408148871528
1563272772627,45.33720885227635,
1563272772666,45.425692130562226,
1563272772677,,73.72440883091518
1563272772707,45.34743535064547,
1563272772708,,73.72440883091518
1563272772747,45.52541401827674,73.72440883091518
1563272772788,44.45841354034926,
1563272772827,44.6455025642864,
1563272772868,45.72746674606692,
1563272772885,,346.8183186848958
1563272772907,52.85301656578683,346.8183186848958
1563272772947,58.88955496877103,346.8183186848958
1563272772989,59.43128362294516,
1563272773027,50.10610601629924,
1563272773037,,772.2025146484375
1563272773038,,772.2025146484375
1563272773067,62.918746720501545,772.2025146484375
1563272773107,62.274731217974775,
1563272773108,,772.2025146484375
1563272773147,63.48899358658285,772.2025146484375
1563272773187,50.79713759051248,
1563272773227,61.835324526170695,
1563272773244,,372.61329408675914
1563272773267,63.994823465526174,372.61329408675914
1563272773308,48.75384484025304,372.61329408675914
1563272773320,,327.366943359375
1563272773347,46.5581412736546,327.366943359375
1563272773389,59.35964522161274,327.366943359375
1563272773427,60.420173496087116,
1563272773430,,327.366943359375
1563272773445,,274.71883138020837
1563272773467,50.51812942065408,274.71883138020837
1563272773507,58.39761799651919,
1563272773508,,274.71883138020837
1563272773547,59.52212719218305,
1563272773589,52.22842615647144,
1563272773607,,254.807861328125
1563272773608,,254.807861328125
1563272773626,61.084025002764115,254.807861328125
1563272773667,66.15488781740434,254.807861328125
1563272773708,65.07250495448083,254.807861328125
1563272773721,,167.15118408203125
1563272773747,61.10001050309218,167.15118408203125
1563272773787,59.07981736470618,167.15118408203125
1563272773800,,201.36956787109375
1563272773827,54.16347463185775,201.36956787109375
1563272773868,48.603402512180395,201.36956787109375
1563272773881,,168.2983226287059
1563272773908,50.08599848324308,168.2983226287059
1563272773947,50.78362720093417,168.2983226287059
1563272773987,49.19867523922367,
1563272773988,,168.2983226287059
1563272774006,,189.78373209635416
1563272774027,42.886825573402156,189.78373209635416
1563272774067,42.818524102827226,189.78373209635416
1563272774108,46.86983113830378,
1563272774147,48.7068909351898,
1563272774155,,511.796875
1563272774187,51.20424925599778,511.796875
1563272774227,55.407813427231005,511.796875
1563272774242,,330.09814453125
1563272774267,59.023183627345325,330.09814453125
1563272774308,57.43390535760274,330.09814453125
1563272774347,54.76460807365552,330.09814453125
1563272774356,,319.5057779947917
1563272774387,54.208493927658125,
1563272774388,,319.5057779947917
1563272774427,53.882684827128664,319.5057779947917
1563272774438,,306.13091362847223
1563272774467,53.64227542146018,306.13091362847223
1563272774508,50.30172909409504,306.13091362847223
1563272774518,,301.89453125
1563272774547,58.4970815725169,301.89453125
1563272774587,59.33413465871677,301.89453125
1563272774628,52.105643697961284,301.89453125
1563272774667,59.11889181376005,
1563272774707,62.379532536720966,
1563272774717,,386.70208740234375
1563272774748,59.72345539564863,386.70208740234375
1563272774788,59.72146487770872,386.70208740234375
1563272774828,57.63896020521696,
1563272774866,49.459751127927596,
1563272774908,45.08521741297186,
1563272774928,,170.3431396484375
1563272774947,37.82138827636973,170.3431396484375
1563272774987,36.078782786388935,
1563272774988,,170.3431396484375
1563272775007,,107.21121651785714
1563272775027,35.660399181998905,107.21121651785714
1563272775067,36.343867212979006,107.21121651785714
1563272775083,,97.97762044270834
1563272775108,36.03152415445422,97.97762044270834
1563272775147,35.45381110051998,97.97762044270834
1563272775187,34.55621117076203,97.97762044270834
1563272775197,,80.30290876116072
1563272775229,36.47571182599866,80.30290876116072
1563272775267,60.858200443767394,80.30290876116072
1563272775281,,112.36124674479166
1563272775307,54.039590472344926,112.36124674479166
1563272775347,60.067723179402876,
1563272775348,,112.36124674479166
1563272775387,59.37821937599806,
1563272775427,57.1165659099271,
1563272775467,50.94157780782437,
1563272775485,,322.07234700520837
1563272775507,60.69503570427032,322.07234700520837
1563272775547,58.17359508043794,
1563272775548,,322.07234700520837
1563272775562,,281.21393306671627
1563272775587,48.33479183234908,281.21393306671627
1563272775628,50.91497910796946,281.21393306671627
1563272775640,,273.0210658482143
1563272775667,46.503583846918914,273.0210658482143
1563272775707,55.10527235665534,
1563272775708,,273.0210658482143
1563272775748,60.30504834474499,273.0210658482143
1563272775766,,230.82287888299854
1563272775787,48.6690505255803,230.82287888299854
1563272775828,54.90045954011257,230.82287888299854
1563272775844,,228.0268109033978
1563272775867,53.67799981115918,228.0268109033978
1563272775907,47.26238823687353,228.0268109033978
1563272775947,48.57013945568606,
1563272775988,50.49667322600093,
1563272776027,48.49124324361383,
1563272776046,,243.475341796875
1563272776067,52.88222168228864,243.475341796875
1563272776108,55.385749420024304,243.475341796875
1563272776148,55.18013967343904,
1563272776187,44.08853768223221,
1563272776207,,161.31449962797618
1563272776227,40.549942780457194,161.31449962797618
1563272776267,52.07469211920254,161.31449962797618
1563272776307,45.33170132967289,
1563272776308,,161.31449962797618
1563272776328,,228.3454337952629
1563272776348,39.90576077187139,228.3454337952629
1563272776388,48.9864621364261,228.3454337952629
1563272776401,,205.91267903645831
1563272776427,62.924638970962555,205.91267903645831
1563272776467,62.966711282099496,
1563272776468,,205.91267903645831
1563272776487,,116.67073761470733
1563272776507,42.952332883433556,116.67073761470733
1563272776547,40.83035851013436,
1563272776548,,116.67073761470733
1563272776587,46.242572647310325,116.67073761470733
1563272776628,46.89211486445998,
1563272776667,56.00060039877835,
1563272776675,,531.3916015625
1563272776707,51.2123406797653,531.3916015625
1563272776747,55.18705134480182,531.3916015625
1563272776787,58.400301461950875,
1563272776827,50.79045585799107,
1563272776866,56.34296052402712,
1563272776881,,399.33795166015625
1563272776907,57.577016393186476,
1563272776908,,399.33795166015625
1563272776948,52.90350838790892,399.33795166015625
1563272776961,,454.1431826636905
1563272776987,45.569486060570945,454.1431826636905
1563272777029,40.48914146773235,454.1431826636905
1563272777045,,382.8583635602679
1563272777068,39.48964012374147,382.8583635602679
1563272777106,39.35687364800523,
1563272777107,,382.8583635602679
1563272777147,39.35869957503166,
1563272777187,38.93906375775727,
1563272777227,38.30818260084965,
1563272777235,,186.6134033203125
1563272777266,38.40364526170366,
1563272777267,,186.6134033203125
1563272777307,37.96155672371992,186.6134033203125
1563272777324,,114.13534981863839
1563272777347,38.914322337036246,114.13534981863839
1563272777387,38.05314069164351,114.13534981863839
1563272777427,37.525900520982546,
1563272777467,38.557755112035466,
1563272777507,36.97600509073161,
1563272777524,,143.3763001457093
1563272777547,48.801205572158594,143.3763001457093
1563272777587,52.47337427698406,143.3763001457093
1563272777627,39.00040134247962,
1563272777667,37.321177928564275,
1563272777686,,169.29768880208331
1563272777707,53.30996661213676,169.29768880208331
1563272777747,59.316466752780734,169.29768880208331
1563272777787,61.82870835524756,169.29768880208331
1563272777827,64.08960128478851,
1563272777867,62.35924665320282,
1563272777878,,874.9072265625
1563272777907,59.728610648973266,874.9072265625
1563272777947,50.763132187462865,874.9072265625
1563272777987,52.104191720236976,
1563272778027,54.103834362585715,
1563272778067,49.54506709672371,
1563272778087,,337.01090494791663
1563272778088,,337.01090494791663
1563272778106,44.01863567494288,
1563272778107,,337.01090494791663
1563272778147,56.866299166818386,337.01090494791663
1563272778156,,352.1923828125
1563272778187,54.9989931712685,352.1923828125
1563272778227,52.822011660446925,352.1923828125
1563272778241,,392.811279296875
1563272778267,52.68525977869217,392.811279296875
1563272778307,52.19926951856944,392.811279296875
1563272778347,53.58973854144687,392.811279296875
1563272778387,48.93021431698578,
1563272778427,50.33076919127232,
1563272778440,,366.142578125
1563272778467,58.64805785809139,366.142578125
1563272778507,48.719451911826425,366.142578125
1563272778521,,341.44807942708337
1563272778547,46.660405331548546,341.44807942708337
1563272778587,51.43539293993311,341.44807942708337
1563272778627,49.747968032074425,341.44807942708337
1563272778666,55.889753911235395,
1563272778707,59.3027213032824,
1563272778722,,227.42428817230015
1563272778747,51.96344536008592,
1563272778748,,227.42428817230015
1563272778787,46.112198078094565,227.42428817230015
1563272778802,,242.08125959123882
1563272778827,53.43098633519872,242.08125959123882
1563272778868,47.55628760044984,242.08125959123882
1563272778907,53.481598697743266,
1563272778908,,242.08125959123882
1563272778923,,248.75195764612272
1563272778947,49.50219053786137,248.75195764612272
1563272778987,43.08326400649361,
1563272778988,,248.75195764612272
1563272779027,43.98461243053808,
1563272779068,52.19754615006802,
1563272779086,,263.71785481770837
1563272779107,50.012444239229524,
1563272779108,,263.71785481770837
1563272779147,47.418326461988514,263.71785481770837
1563272779187,40.97792240854311,
1563272779188,,263.71785481770837
1563272779206,,215.00130208333334
1563272779227,40.807243010315595,215.00130208333334
1563272779267,48.5045491507325,215.00130208333334
1563272779286,,182.36252170138889
1563272779287,,182.36252170138889
1563272779307,46.88697977782943,182.36252170138889
1563272779347,34.84476340042203,182.36252170138889
1563272779363,,178.27312530033174
1563272779364,,178.27312530033174
1563272779387,36.43159713168124,178.27312530033174
1563272779428,36.11577008843615,178.27312530033174
1563272779467,36.84789912532973,178.27312530033174
1563272779486,,97.72282800652815
1563272779507,37.52174666218449,97.72282800652815
1563272779547,36.81590698872138,97.72282800652815
1563272779558,,97.68217250279018
1563272779559,,97.68217250279018
1563272779587,36.343980337966244,
1563272779588,,97.68217250279018
1563272779627,35.803059362681495,97.68217250279018
1563272779667,35.51453801587602,
1563272779707,33.895453661415466,
1563272779723,,129.9119156125992
1563272779747,42.644476982891106,129.9119156125992
1563272779788,53.82182490285367,129.9119156125992
1563272779827,51.003770771494466,
1563272779828,,129.9119156125992
1563272779867,44.679913101866575,
1563272779907,50.27233071966613,
1563272779913,,519.21875
1563272779947,57.25875012398899,519.21875
1563272779988,58.420463481295215,519.21875
1563272780027,53.14925382912431,
1563272780068,42.79364120144103,
1563272780106,51.432770590365465,
1563272780120,,269.2431640625
1563272780147,54.306816130568365,269.2431640625
1563272780190,50.432862015344284,269.2431640625
1563272780226,39.30303528452304,
1563272780268,53.757533350430165,
1563272780285,,196.28763931516616
1563272780308,55.16268264001339,196.28763931516616
1563272780347,39.51984726115042,196.28763931516616
1563272780388,38.827808896676245,196.28763931516616
1563272780397,,184.89860413566467
1563272780426,41.18568646036095,
1563272780427,,184.89860413566467
1563272780467,43.4270753997766,184.89860413566467
1563272780506,39.73831673140108,
1563272780546,35.961293156051234,
1563272780556,,1789.130859375
1563272780588,41.80011281715381,1789.130859375
1563272780627,48.07536454638335,
1563272780628,,1789.130859375
1563272780667,57.80935933648394,1789.130859375
1563272780707,56.307971509328745,
1563272780747,62.29495213796148,
1563272780761,,312.81805129278274
1563272780762,,312.81805129278274
1563272780788,45.152084626970314,312.81805129278274
1563272780827,46.825461540262964,312.81805129278274
1563272780837,,302.7215169270833
1563272780867,61.5624228401584,302.7215169270833
1563272780908,58.13082468270541,302.7215169270833
1563272780946,58.145217884650975,
1563272780947,,302.7215169270833
1563272780953,,305.0222632998512
1563272780988,54.575761622127345,
1563272780989,,305.0222632998512
1563272781026,49.09911513470698,
1563272781027,,305.0222632998512
1563272781067,47.98281817106008,
1563272781108,51.785257634308444,
1563272781125,,103.40869140625
1563272781147,45.910414511071444,103.40869140625
1563272781187,41.34832798731396,103.40869140625
1563272781228,54.653456974657225,103.40869140625
1563272781267,58.354415252975926,
1563272781309,49.22788812030284,
1563272781324,,346.58203125
1563272781347,56.79365007351885,346.58203125
1563272781387,62.738667161774366,346.58203125
1563272781397,,243.5338396344866
1563272781426,60.035336161946546,
1563272781427,,243.5338396344866
1563272781467,56.593213863327136,243.5338396344866
1563272781507,54.83149070291791,
1563272781508,,243.5338396344866
1563272781519,,277.8040713355655
1563272781546,46.1014134561012,
1563272781547,,277.8040713355655
1563272781587,55.29874650248125,277.8040713355655
1563272781627,57.65158436929699,
1563272781667,57.90500163562701,
1563272781687,,162.45803833007812
1563272781707,52.867402171304356,162.45803833007812
1563272781747,51.820985198751146,162.45803833007812
1563272781787,53.43971981896891,162.45803833007812
1563272781827,50.48439799602989,
1563272781867,50.560513775430096,
1563272781884,,486.7626953125
1563272781908,50.35615266555422,
1563272781909,,486.7626953125
1563272781946,48.75682388630804,
1563272781947,,486.7626953125
1563272781960,,293.4878685360863
1563272781987,48.716763333026385,293.4878685360863
1563272782027,49.43798470500453,293.4878685360863
1563272782067,49.141607458658044,293.4878685360863
1563272782081,,276.7882428850446
1563272782107,48.03127076293326,276.7882428850446
1563272782147,50.89749910484101,276.7882428850446
1563272782156,,259.033203125
1563272782187,53.87441266709379,259.033203125
1563272782229,48.15757661964078,259.033203125
1563272782245,,241.12209743923611
1563272782267,50.818048941390884,241.12209743923611
1563272782307,55.476188434189595,241.12209743923611
1563272782348,56.04258972030769,241.12209743923611
1563272782387,53.91804547583294,
1563272782427,46.168785865362324,
1563272782445,,2971.89453125
1563272782468,50.49918962502538,2971.89453125
1563272782507,57.04290236444527,
1563272782508,,2971.89453125
1563272782547,48.657371268668676,
1563272782587,54.23930583807517,
1563272782600,,481.8408203125
1563272782628,50.17126527339311,481.8408203125
1563272782667,52.23556699077597,481.8408203125
1563272782707,54.192171603668235,481.8408203125
1563272782717,,499.873046875
1563272782747,47.287013536768356,499.873046875
1563272782787,51.118203878496644,499.873046875
1563272782827,53.5081784050554,
1563272782868,49.06132491577818,
1563272782884,,232.27887834821428
1563272782907,37.52729339458254,232.27887834821428
1563272782948,38.23820285058802,232.27887834821428
1563272782987,55.428524592979215,
1563272782988,,232.27887834821428
1563272783027,55.01333933850841,
1563272783067,55.64466802888715,
1563272783083,,1062.420654296875
1563272783084,,1062.420654296875
1563272783106,54.672970582838815,
1563272783107,,1062.420654296875
1563272783147,47.73631697705269,1062.420654296875
1563272783158,,673.9990234375
1563272783187,40.45894404685968,673.9990234375
1563272783230,40.96838865608313,673.9990234375
1563272783267,40.38467573051763,673.9990234375
1563272783307,41.995549703384725,
1563272783348,53.95421976991908,
1563272783363,,206.4310273670015
1563272783387,55.158418884987135,
1563272783388,,206.4310273670015
1563272783427,54.75609010059628,206.4310273670015
1563272783436,,263.8106282552083
1563272783437,,263.8106282552083
1563272783467,48.73593763474062,263.8106282552083
1563272783507,39.736025480118585,263.8106282552083
1563272783548,49.27010277725594,263.8106282552083
1563272783565,,226.875830078125
1563272783587,48.24194826817421,226.875830078125
1563272783630,51.53195858287194,226.875830078125
1563272783668,45.41416000520779,
1563272783707,51.664465737679734,
1563272783725,,255.45021565755212
1563272783748,45.69284041115142,255.45021565755212
1563272783788,45.69326040909097,255.45021565755212
1563272783828,49.921485538993515,255.45021565755212
1563272783845,,245.80342610677087
1563272783867,45.52747027021991,245.80342610677087
1563272783907,48.47122144242685,245.80342610677087
1563272783922,,247.22076416015625
1563272783946,50.28449182770654,
1563272783947,,247.22076416015625
1563272783987,44.70189155806268,247.22076416015625
1563272784003,,246.13444010416666
1563272784027,54.709377269236654,246.13444010416666
1563272784068,53.58461894369772,246.13444010416666
1563272784108,45.5889088931296,
1563272784109,,246.13444010416666
1563272784127,,306.5491885230655
1563272784147,49.47693339426361,306.5491885230655
1563272784187,52.30711713983855,
1563272784188,,306.5491885230655
1563272784226,55.92311551979137,
1563272784267,50.56807652449233,
1563272784280,,529.8107096354166
1563272784307,51.28852572540853,529.8107096354166
1563272784348,47.552180670192556,529.8107096354166
1563272784387,42.349657618877494,529.8107096354166
1563272784427,47.48442693225665,
1563272784467,44.171996125809216,
1563272784480,,3021.6650390625
1563272784507,43.24381658536591,
1563272784508,,3021.6650390625
1563272784549,45.762707435648935,3021.6650390625
1563272784587,40.93810544654522,
1563272784627,42.03009546875527,
1563272784667,42.187685871580626,
1563272784683,,552.6123046875
1563272784707,40.16872191303382,552.6123046875
1563272784749,41.802526961268725,552.6123046875
1563272784787,47.72644265219647,
1563272784826,41.2350215740991,
1563272784836,,234.63772243923611
1563272784867,44.34921983172419,234.63772243923611
1563272784907,47.59806045063197,234.63772243923611
1563272784947,45.287432703958586,234.63772243923611
1563272784987,42.0238032527742,
1563272785027,39.95092472463062,
1563272785042,,236.2046440972222
1563272785067,48.9398456973023,236.2046440972222
1563272785107,51.36867354038244,236.2046440972222
1563272785114,,237.8651123046875
1563272785147,34.43951265771055,237.8651123046875
1563272785186,32.8735034268855,
1563272785187,,237.8651123046875
1563272785227,34.95971317699129,
1563272785267,49.03255490216458,
1563272785307,48.52797090329659,
1563272785319,,272.3760172526042
1563272785320,,272.3760172526042
1563272785346,34.52427557582277,272.3760172526042
1563272785386,33.494512087646285,272.3760172526042
1563272785389,,265.09562174479163
