relative_time,DecibelSource,PitchSensor
0,26.703105789748143,405.380859375
40,23.028643548912072,
80,24.85881380910375,
120,29.072277584543222,0.0
160,27.20814774137226,
200,26.451491264317223,0.0
240,31.52451474552102,
280,30.895520800807393,0.0
320,30.05368462132447,
360,30.400961523434948,0.0
400,22.96605210161537,
440,30.40839550565216,
480,35.05471732628048,0.0
520,43.65057220766325,
560,38.90608559243827,
568,,1757.6904296875
600,41.14833511175596,1757.6904296875
640,42.754291202777424,1757.6904296875
680,44.62377832087013,
740,46.17326252262395,
780,48.53875889918985,
786,,185.2978515625
820,47.811612064031756,185.2978515625
860,42.080872374595714,185.2978515625
872,,201.0498046875
900,43.658237630479995,201.0498046875
940,40.79025547481561,201.0498046875
980,43.094116275217246,
1020,49.2450008457152,
1039,,545.5595470610119
1060,49.126380082980965,545.5595470610119
1100,44.24986017593219,545.5595470610119
1141,42.960935248199625,545.5595470610119
1180,43.61258716242467,
1220,44.12229609591017,
1232,,3097.03125
1261,45.52200775483411,3097.03125
1300,46.6504423487934,3097.03125
1340,41.316299763404636,
1381,50.33678181785041,
1420,48.514766801367216,
1432,,154.43480428059894
1460,49.358569241913074,154.43480428059894
1500,52.326021185090156,154.43480428059894
1507,,152.51473563058036
1540,50.489617725451964,152.51473563058036
1580,41.734030622538526,152.51473563058036
1620,32.47923971666394,
1660,28.407898845917718,0.0
1700,28.986064374401366,
1740,44.82542854735213,
1780,44.41317805706014,
1791,,143.29532877604166
1820,43.90499068756877,143.29532877604166
1860,41.881616459552795,143.29532877604166
1871,,137.72943115234375
1900,44.50965860768568,137.72943115234375
1940,47.89189015408391,137.72943115234375
2000,51.32665505315767,
2040,46.9147735699137,
2080,44.01496393816232,
2088,,486.1376953125
2120,45.64604408739582,486.1376953125
2160,47.05734368744558,486.1376953125
2200,46.86009702039878,
2240,45.64337807735596,
2253,,125.34191442418981
2280,46.2722323999136,125.34191442418981
2320,39.23774323773572,125.34191442418981
2360,30.39312961471849,
2400,39.74118740570769,
2440,48.106940579438444,
2451,,636.9091796875
2480,45.281837565725624,636.9091796875
2520,40.63679530615565,636.9091796875
2560,46.75632077657141,
2600,47.8337251615561,
2608,,476.54296875
2640,47.37934067692922,476.54296875
2680,47.97311529132324,476.54296875
2720,41.8144353917196,476.54296875
2760,33.44399072642546,
2800,37.970737707550285,
2821,,92.90759858630952
2840,42.576872378565355,92.90759858630952
2880,37.24617268553997,92.90759858630952
2891,,118.7900390625
2920,38.129618243045215,118.7900390625
2960,31.78835365068199,118.7900390625
3000,47.591743974570775,
3040,45.62167580369555,
3080,41.07432403017582,
3094,,509.9510846819196
3095,,509.9510846819196
3120,43.77971060774439,509.9510846819196
3160,37.22841478484423,509.9510846819196
3200,41.93086177675603,
3240,45.01318180383906,
3253,,144.5595906575521
3301,43.41356401870616,144.5595906575521
3340,32.239738628345215,144.5595906575521
3381,42.400873782456,144.5595906575521
3397,,146.28804524739584
3420,44.808342594245396,146.28804524739584
3460,39.856223163635526,146.28804524739584
3500,41.45819100347123,
3540,42.87559685433115,
3561,,50.114815848214285
3580,36.65583922261313,50.114815848214285
3620,37.46002278261278,
3621,,50.114815848214285
3660,40.30697984177696,
3700,38.41012461434734,
3740,39.094103847994944,
3754,,126.15193684895834
3780,47.81107937089069,
3781,,126.15193684895834
3820,41.172097228259105,126.15193684895834
3840,,108.22921316964286
3860,31.70804375324675,
3861,,108.22921316964286
3900,31.82984967003582,
3901,,108.22921316964286
3940,45.9751665956109,
3980,52.87139327195607,
4020,42.892296056584144,
4039,,506.71417236328125
4061,47.18219421777317,506.71417236328125
4100,43.84722596167159,
4101,,506.71417236328125
4140,43.08289379231826,
4180,47.86102313510404,
4202,,109.25152587890625
4220,50.49782084969035,109.25152587890625
4260,46.020511575138656,109.25152587890625
4289,,123.46833001999629
4300,43.39156725800259,123.46833001999629
4340,43.276749146262794,123.46833001999629
4381,46.86917565574521,123.46833001999629
4420,49.63698356058802,
4460,51.619290251670165,
4482,,124.85465494791667
4483,,124.85465494791667
4501,52.78547526225897,124.85465494791667
4560,52.935727147756815,124.85465494791667
4600,52.4657977618138,
4640,47.99890739529798,
4680,40.13329179005349,
4694,,120.0972900390625
4720,35.33933336339403,120.0972900390625
4760,32.56816634662669,120.0972900390625
4772,,73.71683756510417
4800,34.89725162929756,73.71683756510417
4840,35.56765213502412,73.71683756510417
4880,35.08510630996724,
4920,37.696758767293424,
4937,,293.8923223586309
4960,38.302195786608124,293.8923223586309
5000,38.042880518959514,293.8923223586309
5040,43.956263863434486,293.8923223586309
5080,42.88190168577046,
5120,37.57655970773216,
5135,,369.621826171875
5160,35.97684659405263,369.621826171875
5201,31.967472106085108,369.621826171875
5240,31.188774640729747,
5280,35.38120981581399,
5320,31.72540872980641,
5343,,277.23423549107144
5360,31.223290829767368,277.23423549107144
5400,38.17683873395754,277.23423549107144
5413,,247.18273344494048
5440,42.87862463549607,247.18273344494048
5480,40.97858917233274,247.18273344494048
5492,,245.7318115234375
5520,47.63346877515711,
5521,,245.7318115234375
