relative_time,DecibelSource,PitchSensor
0,15.318118817107681,
39,15.571769928461041,
40,,0.0
79,15.7901841121192,
119,14.489480705335321,0.0
159,14.19307472145605,
200,13.240793814224652,0.0
239,14.51541037480414,
280,22.945736904636213,
319,16.533766152252095,
320,,0.0
359,15.099245111984779,
400,14.654857031030655,0.0
443,13.21221631201478,
481,14.63745752444943,
482,,0.0
521,16.818972714609128,
561,14.75270828051906,
601,14.496742644473429,0.0
640,16.268278348291695,
681,14.214024448518803,0.0
721,15.208502621755372,
760,15.47640774971973,
761,,0.0
801,19.52803970588769,
842,20.69635381032859,
843,,0.0
880,21.22980742905859,
923,22.44084888976762,
962,20.848740458458266,0.0
1000,22.41475043222021,
1041,23.01796228234743,0.0
1080,23.182550435436085,
1121,24.032265780145355,0.0
1160,24.401519859918647,
1201,24.032003094675556,
1241,24.95316170211622,
1242,,0.0
1280,24.26758311861662,
1322,24.93933590257171,
1323,,0.0
1360,24.897305464043065,
1401,24.58522227296634,0.0
1440,24.82990998029691,
1481,24.602038431148262,
1520,24.75774102001894,0.0
1560,26.386963540493028,
1600,29.23556502129118,
1601,,0.0
1640,30.929033660080417,
1681,27.89830436098315,0.0
1720,24.703533131097558,
1761,35.16682843228121,
1802,31.762479772725257,
1816,,40.87890625
1840,39.46051561741753,40.87890625
1880,37.34352043160404,40.87890625
1890,,43.4765625
1920,30.827233075356833,
1921,,43.4765625
1960,27.809240149414165,43.4765625
2000,29.583371262343917,
2041,39.76342387594129,
2080,31.64580782691847,
2088,,43.017578125
2089,,43.017578125
2121,28.22649086834354,43.017578125
2160,27.295160319367024,
2161,,43.017578125
2200,27.167143701650467,
2241,25.39160054391003,0.0
2280,26.67755169109742,
2323,25.89964157816397,
2361,25.10961979969987,0.0
2400,26.755939132085658,
2442,26.701485200378112,0.0
2480,28.836372973567816,
2520,28.814050380494983,0.0
2560,32.92513247699769,
2600,30.47981974642759,
2640,29.079561296632434,0.0
2680,29.464881907109095,
2721,28.09705119282533,0.0
2760,28.972938161106704,
2800,27.479206432821254,0.0
2843,51.10888223787488,
2881,53.6034480517045,
2922,42.68982419528218,
2933,,424.65644376240084
2960,38.51657354001,424.65644376240084
3000,38.164190904627134,424.65644376240084
3007,,419.8974609375
3040,40.891919712058744,419.8974609375
3080,34.65651057729509,419.8974609375
3120,31.017396723405227,
3160,32.72568403254152,
3200,40.452605817906274,
3207,,371.8310546875
3244,57.0925058153322,371.8310546875
3280,59.8761714652408,371.8310546875
3320,51.01074875682634,
3361,52.38947922661743,
3368,,2078.5791015625
3400,47.52880590350194,2078.5791015625
3440,47.55065018773224,2078.5791015625
3480,47.29563306273874,2078.5791015625
3520,46.01350649420127,
3560,36.89584876422506,
3565,,326.826171875
3600,34.38778527665446,326.826171875
3643,35.38930845742601,326.826171875
3680,47.74578250394819,
3720,46.53667261723562,
3727,,794.8045654296875
3728,,794.8045654296875
3760,41.34799659519335,794.8045654296875
3800,36.892095123816816,794.8045654296875
3841,33.20166782551472,794.8045654296875
3848,,796.806640625
3881,31.153674521710755,796.806640625
3920,30.437958613688842,796.806640625
3960,29.920628470335874,
4000,45.257779261375354,
4011,,45.244140625
4040,43.200596838626396,45.244140625
4080,39.11058997237327,45.244140625
4120,37.70890149899526,45.244140625
4160,35.88458460008786,
4200,32.63501342799038,
4212,,569.989013671875
4213,,569.989013671875
4240,27.85098104270972,569.989013671875
4280,30.46386318932003,569.989013671875
4320,29.54602630833569,
4361,38.691417480813975,
4400,45.82068344861778,
4414,,412.8179931640625
4442,48.50254112683579,412.8179931640625
4480,42.439323619503696,
4481,,412.8179931640625
4489,,515.9375
4520,49.76076404331731,515.9375
4562,65.15798240924296,515.9375
4600,64.00272450149811,
4643,51.86168501059656,
4680,46.85921269166171,
4694,,3185.0390625
4721,52.245611462589395,3185.0390625
4760,46.844775814737616,3185.0390625
4800,48.6819505495323,
4840,50.26963315578059,
4854,,249.5133550734747
4880,48.176751483064486,249.5133550734747
4920,48.12655358493484,249.5133550734747
4960,40.08794504552819,
4961,,249.5133550734747
4976,,270.861569359189
4977,,270.861569359189
5000,55.66788011125999,
5001,,270.861569359189
5042,68.63591470086453,
5045,,270.861569359189
5051,,261.8359375
5080,56.03843393458326,261.8359375
5120,51.55165124734184,
5121,,261.8359375
5126,,262.965087890625
5159,47.343097038876316,
5160,,262.965087890625
5200,51.987269970793974,262.965087890625
5240,49.72001530866557,262.965087890625
5280,50.91362647111599,
5320,45.987841812092505,
5329,,482.3095703125
5360,44.93616197937331,482.3095703125
5400,50.719825135914476,482.3095703125
5440,52.34771934092582,
5481,45.65448485517149,
5521,37.17424612035632,
5534,,431.171875
5560,38.90846888915081,431.171875
5600,36.95398824715421,431.171875
5640,32.12784716430955,
5680,31.137249380978798,
5689,,425.56849888392856
5720,40.00361810554017,
5721,,425.56849888392856
5761,43.86996537626521,425.56849888392856
5800,33.47771510004119,425.56849888392856
5808,,428.0931454613095
5840,38.31043697780233,428.0931454613095
5881,41.376730476312495,428.0931454613095
5891,,463.90404110863096
5920,32.67919528230363,
5921,,463.90404110863096
5960,35.34065049774656,
5961,,463.90404110863096
5967,,355.2978515625
6000,60.33653259380571,355.2978515625
6040,60.88371366985502,355.2978515625
6080,56.199257438872436,355.2978515625
6085,,355.2978515625
6121,47.440901878372344,355.2978515625
6162,44.05889922435776,355.2978515625
6200,38.11388341078115,
6240,33.35419462426815,
6252,,388.3136858258929
6280,33.50109729378815,
6281,,388.3136858258929
6320,33.837135173096705,388.3136858258929
6362,39.03323013070111,
6400,31.330804835117668,
6441,29.385869424267533,
6452,,76.18770926339286
6480,31.881024151375396,76.18770926339286
6520,36.033774313742775,76.18770926339286
6563,41.807363893469926,
6601,40.56476881118158,
6612,,3944.013671875
6640,42.74279909989482,
6641,,3944.013671875
6681,41.923794293565884,
6682,,3944.013671875
6720,37.42193453128105,3944.013671875
6760,31.718027105239447,
6800,28.47168551471843,
6809,,3638.486328125
