relative_time,DecibelSource,PitchSensor
0,51.50970807731831,83.5404052734375
40,49.206463639207875,83.5404052734375
80,53.098951086194724,83.5404052734375
85,,85.49883355034721
120,52.46969215574567,85.49883355034721
160,53.167056996233796,85.49883355034721
200,52.17648351431322,
240,48.65421246782277,
243,,558.57421875
280,53.25697523758011,558.57421875
320,52.68826354580004,558.57421875
360,56.267310933761706,558.57421875
400,53.53277081772618,
440,51.93786084723804,
456,,407.724609375
482,47.6623135570473,407.724609375
521,53.84732810943259,407.724609375
533,,208.9794921875
561,50.96083405554188,
562,,208.9794921875
601,47.76362363981056,208.9794921875
641,46.482371155535176,208.9794921875
682,48.885161555542346,
720,45.39176267335457,
731,,211.81640625
763,47.42518350874179,211.81640625
802,43.196285716796,211.81640625
812,,181.4697265625
813,,181.4697265625
840,42.1747799064124,181.4697265625
880,45.76176894920849,181.4697265625
921,43.21176870441449,181.4697265625
931,,97.2314453125
961,39.24926130800169,
962,,97.2314453125
1001,37.919198436571456,97.2314453125
1014,,135.21484375
1041,37.49583531612665,135.21484375
1081,40.359491222811,
1082,,135.21484375
1121,39.08744331519088,
1166,36.500370058898895,
1202,36.63965201471474,
1222,,84.48830159505208
1240,36.61407046078799,
1241,,84.48830159505208
1282,34.45519569744546,84.48830159505208
1300,,50.82144601004464
1321,33.77474963533926,50.82144601004464
1360,33.51775826363291,50.82144601004464
1402,31.340576070468025,
1441,33.03362730116069,
1482,31.444873675635904,
1504,,110.77046712239584
1521,31.621120730443756,110.77046712239584
1560,32.714266886852165,
1561,,110.77046712239584
1601,30.650287525083613,
1641,29.310471532042783,0.0
1682,31.53978102264851,
1722,30.817282790876504,
1761,30.445895305599997,
1762,,0.0
1801,32.77177535014216,
1841,31.285397477751463,0.0
1882,32.383341881012264,
1921,30.83288463559661,0.0
1961,31.31801183952337,
2002,30.9986867427463,0.0
2041,32.546205469135224,
2081,30.57301611436487,
2121,31.233519219576582,0.0
2161,31.620247709752768,
2203,30.07847890484546,
2204,,0.0
2241,31.580019349462233,
2281,31.106538317347564,0.0
2321,29.93504460915531,
2361,31.787923405714196,
2402,32.19569231334169,
2403,,0.0
2441,28.947749304878183,
2484,30.43312589833135,
2485,,0.0
2521,30.905469552753118,
2561,28.897601841582443,
2562,,0.0
2602,28.226776044433393,
2641,41.17431276538133,
2681,51.19710426701913,
2696,,141.05314127604169
2697,,141.05314127604169
2722,51.782973770834005,141.05314127604169
2761,58.03917691792709,141.05314127604169
2802,60.43043373769962,
2841,56.04367028555978,
2858,,232.81412760416666
2882,54.63491994996936,
2883,,232.81412760416666
2921,52.38750993897676,232.81412760416666
2960,53.819375836192464,
2961,,232.81412760416666
2970,,233.11767578125
3002,53.94949923426718,233.11767578125
3041,52.88912081663447,233.11767578125
3051,,235.615234375
3081,53.646958689514996,235.615234375
3121,58.81333209844836,235.615234375
3129,,186.66259765625
3161,59.97846495217893,
3162,,186.66259765625
3202,56.511496458283794,186.66259765625
3241,55.79288396083281,
3242,,186.66259765625
3253,,234.78434244791669
3281,56.48054694770168,234.78434244791669
3321,54.832906341909144,234.78434244791669
3329,,229.4580078125
3360,53.69071405244105,
3361,,229.4580078125
3402,48.15219498216106,229.4580078125
3440,56.21331270939106,
3481,56.78376745766887,
3522,53.055289398969194,
3544,,58.24305943080357
3561,46.9403938424891,58.24305943080357
3604,58.141176675983644,58.24305943080357
3641,60.374789655837475,
3680,57.183083040599165,
3689,,32.38333565848214
3720,55.82367004690678,32.38333565848214
3760,58.51975836145925,32.38333565848214
3802,58.643342569200804,32.38333565848214
3840,55.204000637369894,
3881,54.236022948754616,
3894,,29.4007568359375
3895,,29.4007568359375
3922,56.02298272127018,
3923,,29.4007568359375
3960,54.75331980189531,
3961,,29.4007568359375
4001,53.49400910008734,
4041,55.14534311660428,
4081,51.62197390045595,
4099,,159.5140380859375
4121,49.553539806104226,159.5140380859375
4161,52.051046420322535,159.5140380859375
4201,52.122590429700196,
4241,57.716641572960214,
4250,,82.77791341145833
4281,54.51334640026442,82.77791341145833
4321,54.78280352011208,82.77791341145833
4360,52.66396210537661,82.77791341145833
4400,49.878016151163926,
4440,51.60287861634988,
4448,,400.5517578125
4480,48.848341954815126,
4481,,400.5517578125
4521,49.800885428208865,400.5517578125
4561,55.22575351108843,
4601,53.12589625083076,
4616,,189.410400390625
4642,51.05124491515718,189.410400390625
4681,50.01250806726286,189.410400390625
4721,48.33908409312737,189.410400390625
4734,,186.5478515625
4761,49.324509475570395,
4762,,186.5478515625
4801,46.9062838564065,186.5478515625
4816,,189.45119900173611
4840,50.469085967624736,189.45119900173611
4880,52.504191502946284,
4881,,189.45119900173611
4892,,190.40791829427081
4921,51.4826847066762,190.40791829427081
