relative_time,DecibelSource,PitchSensor
0,42.121620775323464,
40,43.921944372605985,
44,,152.61346449387045
80,42.266025644372476,152.61346449387045
120,40.724796709017184,152.61346449387045
132,,162.82471671937003
133,,162.82471671937003
160,41.766625564797685,162.82471671937003
200,33.15435753523641,162.82471671937003
240,37.62656281962176,
280,39.56868687613304,
320,37.86571160865853,
326,,864.801025390625
360,35.857446923844606,864.801025390625
400,37.94957190923982,864.801025390625
440,39.38121540393962,
481,39.92765827948597,
497,,117.9820591517857
521,39.841703188834174,117.9820591517857
561,38.78331503457591,
562,,117.9820591517857
601,36.138007269151615,117.9820591517857
620,,67.3419189453125
621,,67.3419189453125
641,37.2044016044348,67.3419189453125
682,29.649234046962484,67.3419189453125
721,21.082166778256358,
762,20.802140514853924,0.0
801,17.299018413106324,
841,18.084322273486716,
881,19.15853704412673,
882,,0.0
921,21.84821751743379,
961,16.877675112511895,0.0
1001,17.92205014896754,
1041,27.483396765023144,
1042,,0.0
1081,35.081666436637185,
1121,25.658652127975557,
1161,18.100480203531923,
1173,,434.4140625
1201,15.73821127350726,434.4140625
1242,15.31500639912431,434.4140625
1281,24.904434350969964,
1321,37.90066083730297,0.0
1362,54.00495600034641,
1401,50.25244627153591,
1441,40.47244593826964,
1457,,173.85546003069197
1481,48.715046960868655,173.85546003069197
1521,49.27633599433829,173.85546003069197
1561,45.55198676182505,
1601,55.95153567450318,
1613,,588.867431640625
1642,60.15348221227846,588.867431640625
1681,57.70920739869315,588.867431640625
1721,54.098971576745356,588.867431640625
1736,,460.56245349702385
1761,47.130546003150855,
1762,,460.56245349702385
1800,47.53282340563571,
1801,,460.56245349702385
1808,,444.2396763392857
1843,39.00701860807237,444.2396763392857
1881,37.53193960192148,444.2396763392857
1894,,421.75223214285717
1920,47.307320354153084,421.75223214285717
1961,47.24705691612914,421.75223214285717
2001,46.09096881643228,421.75223214285717
2041,39.90379458051081,
2082,32.183196183780225,
2089,,553.0810546875
2120,32.97151843787003,
2121,,553.0810546875
2160,36.232149970841604,
2161,,553.0810546875
2170,,278.09163411458337
2200,36.76754040718719,
2201,,278.09163411458337
2240,38.7473760491848,
2241,,278.09163411458337
2283,38.823972252178514,278.09163411458337
2321,38.69970485567775,
2362,36.014142247044056,
2378,,286.2762586805556
2400,37.70581317386749,286.2762586805556
2441,39.52433536362798,286.2762586805556
2481,41.25435490618767,
2520,40.90180766467316,
2561,40.215610171985816,
2570,,2702.4169921875
2574,,2702.4169921875
2601,42.061591906941416,2702.4169921875
2640,42.58015287636223,2702.4169921875
2681,39.44005288009353,
2721,39.573640061185756,
2728,,3686.552734375
2761,39.327230843143624,3686.552734375
2801,38.117624639439846,3686.552734375
2840,37.42810602365017,
2881,36.72712866602212,
2920,34.187304234312194,
2930,,399.895499093192
2961,35.25624860459698,399.895499093192
3000,38.9609843974526,
3001,,399.895499093192
3011,,268.16129557291663
3041,35.01981566088196,268.16129557291663
3082,33.380749439555835,
3083,,268.16129557291663
3121,33.631693428208294,
3161,32.1439610617623,
3201,48.946683575721835,
3211,,110.4420166015625
3240,48.42570847190387,
3241,,110.4420166015625
3281,33.905779722070946,
3282,,110.4420166015625
3296,,125.83555675688244
3320,30.935092357082233,
3321,,125.83555675688244
3361,50.90782623196346,125.83555675688244
3379,,119.1064453125
3401,44.20328294149388,
3402,,119.1064453125
3440,45.25581871435384,119.1064453125
3481,45.939956195442974,119.1064453125
3521,42.28742690192874,
3560,37.022076792350354,
3572,,227.53230794270831
3600,43.597869387070396,
3601,,227.53230794270831
3640,35.02749536038225,227.53230794270831
3682,34.79404969628239,
3721,43.62650560445652,
3761,46.26096900021737,
3775,,465.92387462797615
3802,42.46430228763912,465.92387462797615
3841,50.51063881875198,465.92387462797615
3851,,311.1945452008929
3881,49.25627348208585,311.1945452008929
3921,42.58792683107003,311.1945452008929
3930,,417.1630859375
3961,35.293457335136374,417.1630859375
4002,40.63520063814928,417.1630859375
4041,40.556423295513625,417.1630859375
4082,38.19028925834634,
4120,37.74109615914689,
4130,,78.97574288504464
4131,,78.97574288504464
4160,39.62576957444186,78.97574288504464
4202,39.26624491714273,78.97574288504464
4241,34.89503849605616,
4281,27.098024237754814,
4322,20.89129794656901,
4328,,76.48347981770834
4361,29.79883478189045,76.48347981770834
4403,45.48328403932359,76.48347981770834
4441,41.102366056678925,
4482,46.43819234691954,
4494,,72.79703776041667
4521,43.843904490507335,72.79703776041667
4561,33.00467066992725,72.79703776041667
4603,35.44228536235235,72.79703776041667
4641,45.67330245141634,
4682,46.37310534786109,
4694,,253.21818033854169
4722,43.84961017353939,253.21818033854169
4761,44.714934971910466,253.21818033854169
4773,,250.39632161458331
4774,,250.39632161458331
4801,41.42881389671277,250.39632161458331
4841,40.61610385124304,250.39632161458331
4883,44.56507858288782,250.39632161458331
4921,39.44122317225917,
4961,26.7137175089336,
4971,,493.154296875
5001,25.876925156299066,
5002,,493.154296875
5041,26.96120033135127,493.154296875
5042,,0.0
5081,25.791352215868493,
5121,28.056168142019317,
5161,30.270468975325198,0.0
5204,21.72170544688654,
5241,42.34215886855411,
5242,,0.0
5281,47.2072451713659,
5321,30.33579653336821,
5336,,204.42220052083331
5361,27.89166453227115,204.42220052083331
5401,37.09909798340517,204.42220052083331
5440,50.005119588072695,
5441,,204.42220052083331
5480,48.23376906942081,
5520,38.84554137811542,
5529,,295.74741908482144
5561,47.040949531512666,295.74741908482144
5601,29.48365276027446,
5602,,295.74741908482144
5610,,338.75
5641,31.71577382537489,338.75
5681,41.54092971157141,
5682,,338.75
5722,38.94742461602131,
5761,20.719487679199,
5804,17.168452840378837,
5817,,160.9912109375
5842,15.088426030157468,
5843,,160.9912109375
5880,33.8627899932409,
5881,,160.9912109375
5921,40.18634510518871,
5961,37.32642804998362,
5975,,709.697265625
6003,29.89548437294573,709.697265625
6041,34.789094024719006,
6042,,709.697265625
6082,43.16987096704509,709.697265625
6121,31.56883125146725,
6162,22.71396377561768,
6183,,123.90127999441964
6201,25.285800497339707,123.90127999441964
6241,32.40709389393195,123.90127999441964
6281,33.64462290959165,
6322,32.25108905982114,
6361,31.752869221668337,
6375,,512.7934047154017
6403,28.10237853537545,512.7934047154017
6441,20.702264033946985,512.7934047154017
6481,16.613049728537057,
6522,13.75072334792761,0.0
6561,29.931579493424387,
6602,45.59870249861237,
6642,43.879753238215656,
6657,,560.09765625
6681,47.83207332012268,560.09765625
6722,43.32880476447792,560.09765625
6730,,303.02870686848956
6761,31.178893593716978,303.02870686848956
6803,37.197840283071926,303.02870686848956
6814,,279.931640625
6815,,279.931640625
6841,44.52435462468308,279.931640625
6880,46.76307481414384,279.931640625
6922,43.83848479458606,
6923,,279.931640625
6961,42.22917201991258,
7002,41.713089753015716,
7012,,246.09141031901044
7042,32.76781874755402,246.09141031901044
7081,42.98312117016775,246.09141031901044
7092,,234.33394659133185
7122,43.08776794189473,
7123,,234.33394659133185
7163,45.28700807587916,234.33394659133185
7200,45.880857250710925,
7201,,234.33394659133185
7210,,208.1620861235119
7242,46.63622497885549,208.1620861235119
7281,39.39065755656442,208.1620861235119
7294,,257.4004669189453
7295,,257.4004669189453
7322,28.07039663884416,257.4004669189453
7361,37.513622535578286,257.4004669189453
7402,47.84824179608799,
7441,45.54571088022386,
7481,30.73684483721212,
7500,,421.81246270073785
7521,31.81693575208267,421.81246270073785
7561,43.190778016300456,421.81246270073785
7572,,364.17759486607144
7601,46.46552881449564,364.17759486607144
7642,49.02713213473882,364.17759486607144
7650,,471.70068359375
7651,,471.70068359375
7680,49.10591499520987,
7681,,471.70068359375
7722,48.34766397713888,471.70068359375
7761,39.38007000348079,471.70068359375
7774,,455.9947204589844
7801,30.736905092647927,455.9947204589844
7842,31.076454075511112,455.9947204589844
7851,,428.3984375
7880,42.48283101876825,428.3984375
7923,42.06968250341962,
7925,,428.3984375
7961,40.38257582746995,
8000,42.8170807177619,
8043,45.523808271780545,
8055,,699.7587890625
8081,42.922062760737695,699.7587890625
8121,30.93892185920527,699.7587890625
8161,34.9704457785618,
8201,41.8733456113186,
8206,,398.1298828125
8241,36.59048358617759,
8242,,398.1298828125
8281,40.15538877914182,398.1298828125
8321,42.68541969138777,
8363,45.322430533796634,
8400,55.66366430167089,
8409,,184.46098690941218
8441,53.49178121221398,184.46098690941218
8480,55.02086230993459,
8481,,184.46098690941218
8523,44.96288595998891,
8562,41.09012859023136,
8578,,196.86876133510046
8579,,196.86876133510046
8600,45.62466821259236,196.86876133510046
8641,43.80198449449821,196.86876133510046
8680,40.25628033755243,
8681,,196.86876133510046
8721,23.863280589169538,
8765,37.55632390277491,
8778,,381.3623046875
8801,44.3721644161262,
8802,,381.3623046875
8842,42.10825290181914,381.3623046875
8880,40.91638389634493,
8921,49.502221129652646,
8962,45.23708481263334,
8977,,164.35582914806548
9001,44.55604275789188,164.35582914806548
9043,31.288275238127405,
9044,,164.35582914806548
9081,21.787208904082323,
9122,36.97063052658577,0.0
9163,45.1924575658009,
9201,41.52877001622797,
9241,37.51755917572063,
9249,,496.435546875
9281,39.18884145364136,
9282,,496.435546875
9320,41.08073594758862,
9321,,496.435546875
9332,,447.2802734375
9333,,447.2802734375
9360,27.18795333319916,
9361,,447.2802734375
9402,49.42490803928057,
9403,,447.2802734375
9414,,328.2708740234375
9446,39.60260068800322,
9447,,328.2708740234375
9481,47.14939561960918,328.2708740234375
9521,32.91179503033908,328.2708740234375
9541,,200.50999481823982
9561,41.457324428877975,200.50999481823982
9601,33.74775458183644,200.50999481823982
9641,39.230501012232544,
9682,31.923496440488066,
9695,,323.857901436942
9721,35.74962344352622,323.857901436942
9762,40.00656066862266,323.857901436942
9801,37.18336238200585,323.857901436942
9841,37.64242401816756,
9880,32.75757417647818,
9890,,121.73583984375
9921,25.922699376944006,121.73583984375
9961,37.195917847798164,121.73583984375
10000,46.25164729966437,
10041,42.952120423171365,
10080,27.425002442710394,
10091,,492.1002487909226
10120,25.965098265651992,492.1002487909226
10161,30.33085100289487,
10162,,492.1002487909226
10200,38.78827579922773,
10240,40.32465761844438,
10248,,213.52213541666669
10280,46.7516254363288,213.52213541666669
10321,46.158123791387396,213.52213541666669
10363,60.108419442425784,
10364,,213.52213541666669
10375,,190.3900582449777
10401,51.42511973481391,190.3900582449777
10440,32.984309932183244,190.3900582449777
10480,44.080414222450656,
10520,45.39688658625059,
10531,,256.63004557291663
10563,26.082518539293098,256.63004557291663
10601,33.331656827331585,
10602,,256.63004557291663
10641,45.202332663368196,256.63004557291663
10681,47.870349448327815,
10721,43.79142183811719,
10736,,483.6992536272321
10761,41.53605311672867,483.6992536272321
10801,47.97497461729335,483.6992536272321
10840,35.059312637174656,
10881,40.71241815524111,
10922,46.39206636100762,
10939,,615.912109375
10962,44.431617103606314,615.912109375
11000,43.4608091733774,615.912109375
11006,,425.6640625
11041,36.908433512103194,425.6640625
11082,34.82864756000367,425.6640625
11090,,620.556640625
11121,45.93247552804023,620.556640625
11161,41.00817946784204,
11162,,620.556640625
11182,,446.62890625
11200,41.3486070157532,
11201,,446.62890625
11240,37.04874350502312,
11241,,446.62890625
11281,39.779513959443385,446.62890625
11322,37.966851478090106,
11362,36.786035337586156,
11375,,308.5595703125
11400,38.62214598669786,308.5595703125
11442,39.8621143595964,
11443,,308.5595703125
11480,30.610800294002047,
11520,45.65528914458704,
11560,40.17451462666426,
11571,,163.8970947265625
11602,25.111714529889483,163.8970947265625
11640,35.950320080191425,163.8970947265625
11650,,110.28841145833334
11680,43.95942601673884,110.28841145833334
11720,41.28904817400911,
11721,,110.28841145833334
11734,,124.37228732638889
11760,39.69525921759559,
11761,,124.37228732638889
11800,39.534643172021624,124.37228732638889
11841,33.987229037695826,124.37228732638889
11851,,84.33441162109375
11881,37.85547403997924,
11882,,84.33441162109375
11921,36.69700506891576,84.33441162109375
11961,22.270511567082778,
12001,23.95814553028405,
12002,,0.0
12041,40.13561830376837,
12080,41.79659261830055,
12120,41.20835084397676,
12130,,162.7412109375
12162,36.681957843314606,162.7412109375
12201,28.111203642351672,162.7412109375
12241,22.3221505942662,
12282,37.13525447617127,0.0
12322,44.43513230654354,
12361,40.206837348733714,
12403,28.080597047778625,
12416,,208.35693359375
12417,,208.35693359375
12440,26.42159889768157,
12441,,208.35693359375
12480,27.06011503274479,
12481,,208.35693359375
12520,26.750583671992167,
12562,26.54459769055967,0.0
12600,28.506733196664214,
12640,30.380661432457096,
12682,30.928846798696426,0.0
12720,30.536663077818652,
12761,27.92234014300997,
12762,,0.0
12801,46.70044212684776,
12841,33.828951142741246,
12855,,597.667236328125
12883,28.416846573175782,597.667236328125
12921,42.09149559722768,597.667236328125
12961,45.238140924726025,597.667236328125
13001,44.33431516777185,
13040,34.11309174689843,
13047,,138.17182268415178
13081,33.151160169276906,138.17182268415178
13121,44.455641036866076,138.17182268415178
13160,35.15030094365264,
13203,22.225513244655275,
13240,17.552005254964353,
13251,,990.99609375
13282,31.11633368308226,990.99609375
13320,35.20657285286379,990.99609375
13321,,0.0
13360,35.97689652636969,
13401,38.63402985342023,
13410,,249.5849609375
13440,29.752022229234022,
13441,,249.5849609375
13481,40.89859272029216,249.5849609375
13522,42.686725544076424,249.5849609375
13537,,259.54155815972223
13561,38.95664667878077,259.54155815972223
13604,28.593915731113828,259.54155815972223
13640,23.30491997662091,
13681,37.67285090643633,0.0
13720,43.58537604505403,
13761,41.0251275043526,
13772,,628.056640625
13801,31.865316031906723,
13802,,628.056640625
13843,20.029835045134718,
13844,,628.056640625
13880,27.638794061234048,
13881,,628.056640625
13921,38.37208954745988,
13961,41.90504082452614,
13968,,74.86174665178572
14001,46.73431744325177,74.86174665178572
14041,46.722420802246816,74.86174665178572
14082,41.23540430608032,
14121,28.6938905876504,
14162,22.703500067403517,
14177,,431.9140625
14203,18.19663288199962,
14204,,431.9140625
14241,18.17374964154781,431.9140625
14281,19.75306737200748,
14321,16.760867596024692,0.0
14360,13.140655681840832,
14403,12.29506551783378,
14441,12.799440877341347,0.0
14481,12.0628420710492,
14523,12.105199221980081,
14524,,0.0
14561,16.989010632323097,
14602,12.71343657525055,
14603,,0.0
14641,12.528447784315675,
14680,14.965484216881723,
14721,16.64424498897462,0.0
14761,13.389283062656856,
14802,14.284819056619494,
14803,,0.0
14842,14.67655077920364,
14881,12.314614993186858,0.0
14921,44.070639876324755,
14962,49.46083551334664,
15001,48.2632479510832,
15014,,99.09109933035714
15042,36.55730433114438,99.09109933035714
15081,25.26799922807698,99.09109933035714
15091,,126.5150146484375
15092,,126.5150146484375
15121,20.524788737086897,126.5150146484375
15161,29.329509438087253,126.5150146484375
15201,34.11140117226524,
15241,38.300402486492956,
15282,47.169765977913485,
15297,,98.95271809895833
15298,,98.95271809895833
15321,47.38238012055958,98.95271809895833
15361,46.493172435565526,
