relative_time,DecibelSource,PitchSensor
0,55.10859961906438,291.0975477430556
4,,331.6312255859375
40,51.86468895973881,331.6312255859375
80,51.652674207317865,331.6312255859375
120,47.63864000494756,
160,49.1273326420104,
163,,34.60392761230469
200,48.0021931987124,34.60392761230469
240,53.91766919928972,34.60392761230469
280,54.71193364343186,34.60392761230469
320,54.07894848084113,
360,51.85621923611181,
364,,278.681640625
400,55.226115136247635,278.681640625
440,56.49574850461163,278.681640625
481,57.17871107178834,
520,55.94813219781729,
562,54.58601403240178,
582,,49.003855179767214
601,55.96688101693471,49.003855179767214
641,53.72356125074624,49.003855179767214
680,56.914973226318835,
721,53.69402316038585,
736,,93.824462890625
737,,93.824462890625
760,54.513067043750596,
761,,93.824462890625
800,55.183695143683266,
801,,93.824462890625
841,60.56612139746601,93.824462890625
853,,79.56773158482143
854,,79.56773158482143
880,58.08480092280317,
881,,79.56773158482143
920,54.10609690346273,
921,,79.56773158482143
961,54.40478958063867,
1001,56.12129294851763,
1015,,186.7315673828125
1041,57.386033603710416,186.7315673828125
1081,50.89644547073286,
1082,,186.7315673828125
1120,50.62556415049186,
1121,,186.7315673828125
1132,,181.82779947916669
1161,63.17652196577125,181.82779947916669
1201,64.59477649536173,
1202,,181.82779947916669
1210,,257.1875
1240,63.53107639947539,
1241,,257.1875
1281,54.03578223084988,257.1875
1292,,265.0113932291667
1320,62.989713483799285,
1321,,265.0113932291667
1362,65.13739320070896,
1363,,265.0113932291667
1400,66.60995245101037,
1401,,265.0113932291667
1410,,293.531494140625
1440,66.71130467386733,
1441,,293.531494140625
1481,64.98765008638476,
1482,,293.531494140625
1521,62.83745336326942,
1562,53.929193672115915,
1579,,329.3692762586806
1603,53.89024045698598,329.3692762586806
1642,54.18018315920153,329.3692762586806
1681,52.64058183351481,
1721,62.749523194107965,
1762,61.50121209364529,
1772,,160.5517578125
1773,,160.5517578125
1801,63.060300714004576,
1802,,160.5517578125
1841,61.35116373460728,160.5517578125
1881,54.67401259502955,
1921,50.63059781597851,
1929,,204.94303385416669
1961,48.48071194511937,204.94303385416669
2000,48.36629079644392,
2001,,204.94303385416669
2041,48.58394027510336,204.94303385416669
2048,,201.40580240885416
2081,47.64617171842503,201.40580240885416
2121,44.978875974002186,201.40580240885416
2160,57.3468529854738,
2200,59.64459140828353,
2209,,261.7268880208333
2241,57.345507070968836,261.7268880208333
2281,58.035778337757336,261.7268880208333
2320,58.86693787451607,
2321,,261.7268880208333
2330,,271.635595703125
2331,,271.635595703125
2360,59.95924102413834,271.635595703125
2400,56.49909925284913,
2401,,271.635595703125
2413,,297.50439453125
2441,52.67070041765323,297.50439453125
2480,50.73121466391767,
2481,,297.50439453125
2491,,434.8046875
2492,,434.8046875
2520,55.373879185105565,
2521,,434.8046875
2561,51.88446162190146,434.8046875
2605,48.51942900115908,434.8046875
2617,,567.1142578125
2641,51.234638141388004,567.1142578125
2682,52.83716031771712,567.1142578125
2721,53.188913186126086,
2762,53.884632860188646,
2778,,139.2548828125
2779,,139.2548828125
2801,54.86486936214397,
2802,,139.2548828125
2841,54.752300810022085,
2842,,139.2548828125
2884,52.39280089305904,139.2548828125
2920,53.68341753692928,
2961,51.71522599726502,
2975,,79.47986421130952
3001,48.85862992645913,79.47986421130952
3041,48.31407762859857,79.47986421130952
3052,,91.92423502604166
3081,47.876404554492844,91.92423502604166
3122,49.45506640980099,91.92423502604166
3161,49.64152037935464,91.92423502604166
3201,48.757750138366106,
3241,46.67101228189053,
3251,,402.7392578125
3280,50.67737317117545,
3281,,402.7392578125
3320,49.61328201305947,
3321,,402.7392578125
3360,47.53419238570334,
3402,51.587805652719766,
3442,54.29951634125784,
3457,,480.9033203125
3482,55.12489033398427,480.9033203125
3522,52.56599449530047,480.9033203125
3561,49.669478929310166,
3602,49.85868436730275,
3615,,111.5655517578125
3642,48.97320050928987,111.5655517578125
3684,48.792907327755515,
3685,,111.5655517578125
3723,47.252445928908,111.5655517578125
3739,,102.600341796875
3761,48.84817999514663,102.600341796875
3802,52.00240101241556,
3804,,102.600341796875
3814,,86.84114583333334
3815,,86.84114583333334
3841,53.798746623511846,86.84114583333334
3881,54.62939736746697,86.84114583333334
3921,52.43747210944878,
3961,58.26046415432071,
4001,55.599822557055695,
4015,,293.7772739955357
4016,,293.7772739955357
4040,55.887975153201516,293.7772739955357
4080,55.658397348517575,
