relative_time,PitchSensor,DecibelSource
0,100.4345703125,56.268913560927565
66,,56.288822127080735
133,47.4462890625,58.43580946412704
200,49.9169921875,61.00541816386922
266,49.9169921875,56.99003877984552
333,,59.560680122886126
400,100.0390625,61.135399392782894
466,100.0390625,62.648480337487854
533,96.4306640625,65.33090604153398
600,100.8544921875,53.50385652363025
666,50.927734375,56.25188937338458
732,50.927734375,62.28826230702986
801,60.849609375,60.30382317944859
866,67.41731770833334,58.598837066717344
933,,62.61471993694726
999,,62.853795044076115
1067,82.32421875,61.12880034621362
1132,77.548828125,59.26365086980063
1200,77.548828125,61.137515522427734
1266,101.552734375,57.80172523180016
1333,,61.220283536844946
1401,292.8857421875,62.271279541968944
1467,292.8857421875,61.5771176948613
1533,,60.320418700711855
1600,100.2392578125,62.46724532401012
1667,100.2392578125,56.88054790077285
1733,,63.625446739336425
1801,76.4697265625,63.624295041817604
1866,99.16015625,58.01708912457889
1933,99.16015625,59.68260607591516
2001,77.91015625,60.60094696515954
2067,102.587890625,60.264727941016254
2133,102.587890625,60.05945004318736
2201,,57.8526290578609
2266,64.49916294642857,54.66209009437578
2333,,60.110677751579864
2401,,61.660711619231094
2466,140.3017578125,61.778313160936435
2533,152.9449462890625,60.72449899139269
2601,152.9449462890625,60.67153836694399
2667,,63.10401419350165
2733,98.61328125,59.80892877412674
2801,53.330078125,62.108857023462434
2867,53.330078125,63.22698202163576
2933,79.2431640625,53.94178409630388
3001,45.1171875,62.15235066448466
3067,45.1171875,61.27433959559471
3133,47.5146484375,62.08864157690993
3201,,61.11398293492341
3266,100.87890625,58.52165138025585
3333,100.87890625,60.232705720116584
3401,77.33601888020834,61.48554534285748
3467,49.4482421875,60.46694901662559
3533,49.4482421875,63.497713901257285
3603,,62.24424540170597
3667,50.2880859375,59.61431061366409
3733,50.537109375,57.10895519262568
3801,50.537109375,60.803717511786736
3867,,65.29353088251177
3933,143.63993326822919,60.738612591919
4000,143.63993326822919,64.45585834874814
4066,73.9208984375,59.17601600360531
4133,104.541015625,62.163585859622536
4200,,64.53545673457934
4267,,61.68905658103252
4333,52.5146484375,58.71194514241333
4401,50.400390625,58.52461084336245
4466,64.373046875,63.40583502980971
4533,64.373046875,61.35152058974921
4601,93.7451171875,60.390387583075096
4667,108.056640625,61.29094100775188
4733,108.056640625,63.85977856368429
4801,97.9150390625,62.09174952177983
4866,76.7578125,61.050497589522124
4951,87.1044921875,64.4772441615534
