relative_time,DecibelSource,PitchSensor
0,24.914226684015897,544.8779296875
40,18.16174694381266,544.8779296875
41,,0.0
80,25.36466141804809,
120,33.976456938448564,
160,42.68936807248621,
161,,0.0
200,47.80537314281486,
240,48.30188005577017,
251,,43.06640625
280,47.0072159384545,43.06640625
321,32.1140334201317,43.06640625
361,32.5815551836753,
420,18.82204884380039,
461,15.874578935209874,0.0
501,23.212383939998578,
541,35.33583482189239,0.0
581,41.865708439268175,
621,41.77512344590535,
634,,476.54296875
661,42.450015556087244,476.54296875
701,44.595032233784096,476.54296875
741,45.9878092857126,
781,48.25542090636731,
821,43.56264044000192,
837,,200.10172526041669
861,38.03949313844112,200.10172526041669
901,35.879421083972275,200.10172526041669
941,39.7788773574788,
981,31.152532440187134,
995,,116.2288818359375
996,,116.2288818359375
1021,20.081484972823414,116.2288818359375
1061,35.15283892809789,116.2288818359375
1101,41.747880865208415,116.2288818359375
1141,42.91807030903879,
1181,44.878344959077054,
1198,,76.6708984375
1221,46.05246210196423,76.6708984375
1261,46.95514900873607,76.6708984375
1301,46.260362554738855,
1341,41.204576051091315,
1355,,97.3994140625
1381,37.23823533636589,97.3994140625
1421,36.52798217732967,97.3994140625
1461,39.071409403318604,97.3994140625
1501,24.76293238297432,
1541,19.15065184220134,
1555,,440.2587890625
1581,41.571949931278134,440.2587890625
1621,51.64571496707731,440.2587890625
1681,42.62966331208989,
1721,26.679181234337918,
1761,22.859852948132374,
1770,,607.7734375
1800,49.272919984085306,
1801,,607.7734375
1841,52.19197590775689,607.7734375
1855,,594.1162109375
1881,44.610938016322955,594.1162109375
1921,32.17609067860574,594.1162109375
1935,,575.6298828125
1961,43.31314455504055,575.6298828125
2001,48.83091743951194,575.6298828125
2015,,587.2412109375
2041,44.11994907376315,587.2412109375
2081,37.66634517557394,587.2412109375
2121,48.731999801533874,587.2412109375
2142,,455.556640625
2161,44.26057881331076,455.556640625
2201,33.89510977253402,455.556640625
2241,43.068734281245106,
2281,45.323173430908426,
2294,,127.638916015625
2321,40.25007967590243,127.638916015625
2361,44.28080641295782,127.638916015625
2401,45.04404660127004,127.638916015625
2419,,100.45279947916666
2441,36.13811571068392,100.45279947916666
2481,48.32402607034599,100.45279947916666
2498,,80.02156575520834
2521,51.530387781177794,80.02156575520834
2561,44.74091752207915,80.02156575520834
2601,44.08387926191465,
2641,42.90635215983574,
2659,,139.9736328125
2681,43.268798628655205,139.9736328125
2721,42.11240925438374,139.9736328125
2761,40.08627162264423,139.9736328125
2777,,74.99790736607143
2801,41.74583656632012,74.99790736607143
2841,40.41486311000369,74.99790736607143
2881,42.244135610774485,
2921,47.301737130624055,
2936,,117.32999674479169
2981,48.44811568780639,117.32999674479169
3021,47.11007602894615,117.32999674479169
3061,45.38704153643942,117.32999674479169
3076,,126.01752387152779
3101,51.33986399589097,126.01752387152779
3141,45.46998362468119,126.01752387152779
3156,,131.71626790364584
3181,26.84419535064977,131.71626790364584
3221,38.51237731256991,131.71626790364584
3238,,131.98319498697916
3261,47.54618989926754,131.98319498697916
3301,44.20821803610987,131.98319498697916
3316,,138.52701822916669
3341,45.04257032032085,138.52701822916669
3381,27.125834725306035,138.52701822916669
