relative_time,DecibelSource,PitchSensor
0,18.53375343933852,209.19202309830175
39,19.35402147400604,
79,24.652757586800526,0.0
120,30.450627287002483,
159,30.527406059535792,0.0
199,27.98406726751655,
239,33.13732387733394,
279,31.16930806630204,
280,,0.0
319,22.36083470530295,
359,23.404441148401183,
360,,0.0
399,23.998021966109565,
440,46.9795986889119,
448,,328.32994249131946
479,41.959214804320624,
480,,328.32994249131946
520,48.157421169529954,328.32994249131946
560,59.73265953817524,
561,,328.32994249131946
567,,302.7716064453125
599,64.15099113141284,302.7716064453125
641,60.70201311565873,302.7716064453125
680,53.9932571020605,
720,68.54262984716034,
726,,425.50372314453125
761,70.23158444802696,
762,,425.50372314453125
800,66.86676395970585,425.50372314453125
840,49.537821584938,425.50372314453125
847,,569.404296875
880,41.22612959172802,
881,,569.404296875
920,33.66554878504995,569.404296875
961,32.2550897914497,
1001,30.779690790978957,0.0
1041,29.185301772833473,
1081,26.95727805418238,
1121,24.066203083001987,0.0
1161,43.433954406771534,
1201,41.727799993243195,
1212,,584.677734375
1242,30.556002002680547,584.677734375
1280,36.89779905396912,
1281,,584.677734375
1320,27.672084694531065,
1363,26.116354140083228,
1401,35.25303128577801,0.0
1440,33.97208379614705,
1480,29.63200567736652,
1491,,273.697509765625
1521,27.903629670211526,
1522,,273.697509765625
1560,21.925955803885316,
1561,,273.697509765625
1600,42.28577012524536,
1640,47.36980535389607,
1681,47.94713068487688,
1696,,375.17054966517856
1720,43.138797691499995,
1721,,375.17054966517856
1761,41.62621549982494,
1762,,375.17054966517856
1776,,413.9112955729167
1800,46.003888085818765,413.9112955729167
1841,40.824771260024384,413.9112955729167
1880,27.373306002739813,
1921,39.45473442085539,
1961,41.41734186386066,
1984,,142.7813720703125
2000,41.75108307162675,142.7813720703125
2042,42.33638099043184,
2043,,142.7813720703125
2081,43.61959425813221,
2121,41.966862579258745,
2134,,82.18210856119791
2161,42.02941463018262,82.18210856119791
2200,37.940685950719036,82.18210856119791
2240,37.04589657221758,
2241,,82.18210856119791
2281,42.78754028560862,
2321,46.9211876460914,
2336,,1363.104248046875
2361,43.48117811133462,1363.104248046875
2400,24.758267843666637,1363.104248046875
2441,45.06045755643946,
2482,40.984900549588644,
2492,,220.2080078125
2520,43.52007364406083,220.2080078125
2560,44.8357525772671,220.2080078125
2600,43.179838102412724,220.2080078125
2618,,160.99045009713956
2640,41.77967223941028,160.99045009713956
2680,45.34547014867462,160.99045009713956
2721,48.437806324510575,
2760,45.371138092884394,
2777,,233.32043134093917
2778,,233.32043134093917
2800,45.52088655788161,233.32043134093917
2841,47.110875368850245,233.32043134093917
2880,38.202125215247435,233.32043134093917
2896,,119.32628038194444
2920,41.912259394250256,119.32628038194444
2963,46.323167984779225,119.32628038194444
3000,44.619003490917,
3040,36.17757663145912,
3052,,122.50537109375
3080,31.06802974141297,122.50537109375
3120,30.525094172662847,122.50537109375
3161,25.16506143844431,122.50537109375
3200,25.426511482264658,
3241,24.12319567468814,0.0
3280,22.31741710749597,
3320,20.265814361946642,
3321,,0.0
3361,17.935971826252413,
3400,19.556381260379105,
3441,13.015098179424022,0.0
3480,10.93767020176529,
3520,13.062304566149866,0.0
3560,10.886984642817609,
3600,12.091227432353207,0.0
3640,9.921746624880434,
3680,10.230610592430198,
3720,11.193636346067542,
3721,,0.0
3760,11.456705686939351,
3800,8.42558298963984,
3801,,0.0
3840,11.942058940840589,
3882,12.073241042449364,0.0
3920,11.085504509804554,
