relative_time,PitchSensor,DecibelSource
0,,40.70370390367003
55,525.6484375,43.09289410655256
122,,41.43170993200179
191,,33.62670929725667
255,501.171875,54.48823764452884
322,255.82790178571426,60.13774794003764
392,,62.32427091385801
455,,58.549057435683935
522,256.2878224206349,64.83725906780265
592,240.94296875,43.96478322202103
655,163.75911458333331,52.0227029773729
722,,61.16779701180643
793,,66.42640675507865
855,500.5234375,47.900598637327974
922,494.765625,52.16131579785301
991,501.953125,50.87997801504326
1055,,64.3828185220056
1122,,64.96043558539809
1191,810.76171875,59.29916801539899
1255,442.39955357142856,45.45492672752306
1322,659.53125,56.10023156688769
1392,659.53125,46.23476718424375
1455,,60.29576529184097
1522,234.0625,41.091058637552884
1596,,44.553930963302975
1655,,63.78519086724645
1722,234.37562003968256,54.1160118913709
1792,,38.66050924009275
1855,470.46875,65.93218923448758
1922,,53.90078030952763
1992,,58.15879790040995
2055,234.30338541666669,46.846479101829964
2122,,42.801684652107916
2194,94.59598214285714,44.54524735593097
2255,,71.64748537873228
2322,,70.56313846988913
2395,196.68303571428572,59.151184816914146
2455,197.01143973214286,44.27388722733251
2522,197.43131510416669,66.6470288531586
2595,197.43131510416669,72.21383118810529
2655,198.62142857142857,66.89788981945644
2722,240.7578125,49.0322025579717
2796,267.53125,46.186755388851395
2855,145.08928571428572,43.60593413565248
2922,145.08928571428572,42.3345302204072
2992,,45.158208777402855
3055,482.578125,40.197807304036466
3122,432.76302083333337,65.82378850774961
3195,245.01302083333331,61.08041119183274
3255,245.01302083333331,44.85124926559821
3322,365.91331845238096,64.37689535403021
3393,485.3828125,60.639245278092304
3455,,69.47761181926819
3522,,68.49659407280804
3596,224.71875,60.684459893241105
3655,224.72395833333334,62.6389633060461
3722,317.63802083333337,64.13936318481655
3793,416.5625,62.05490730588138
3855,416.5625,61.48824063867817
3922,411.6634114583333,60.46568125921769
3993,,55.41208437815341
4055,203.20824032738096,52.171205641216304
4122,203.20824032738096,60.46415555893902
4195,208.81417410714286,57.029067927703004
4255,201.62760416666666,55.49902816057866
4322,193.24564732142858,56.25113782696374
4393,,57.26012847033179
4455,,62.74779969222312
4522,179.95674603174604,42.301933788690455
4593,,45.42152932286832
4655,351.484375,34.015728456764464
4722,351.484375,62.849979917465326
4793,202.64157366071427,59.43471761840595
4855,192.99205109126981,54.39460594460491
4941,178.38541666666669,47.75136943680951
4993,174.19921875,39.902056151848065
5055,174.19921875,52.12754747576005
5122,176.34765625,59.280177285827435
5196,183.767578125,46.36166821035606
5255,,42.89566657592418
5321,,56.82105346994906
5392,168.50911458333331,58.04284627409498
5455,,64.60617188840851
5522,230.68142361111111,44.28474966147409
5593,223.3296130952381,44.14488672236952
5655,223.3296130952381,42.38998998615435
5722,232.35491071428572,40.59752694209298
5793,,34.97758718287268
5855,137.71428571428572,37.42410880580493
5922,,66.0179716365302
5992,,64.81484622604998
6055,232.76041666666669,48.87707300228691
6122,,65.97537341648922
6192,227.61997767857142,59.43602334180988
6255,227.61997767857142,64.90581364573572
6322,233.28600363756615,60.028301755274896
6392,234.27734375,47.74254119794893
6455,227.90550595238096,65.6959041757685
6522,226.02074032738096,62.62663913067477
6593,226.02074032738096,63.053485744731425
6655,227.86929460152115,56.02556974041404
6722,,64.7214288588245
6793,245.99757339015153,59.95589130618761
6855,245.99757339015153,50.45221240235466
6922,242.7099609375,61.68512804360699
6993,253.75504889455783,52.74197118797757
7055,253.65575396825398,37.81970673912552
7122,216.2890625,63.181418349472054
7193,216.2890625,45.54222565542425
7255,201.49088541666666,41.48726016398147
7322,,60.41847271928091
7396,444.296875,44.051072018190915
7455,444.296875,34.83587296968894
7522,222.587890625,65.73891576158731
7593,259.4791666666667,67.26545305029829
7655,225.95982142857144,57.90216882223681
7722,271.1875,49.70449160529009
7792,271.1875,60.0347388818284
7855,272.58029513888886,65.17968492119462
7922,275.5197172619048,51.629017945319646
7992,,55.10859893567486
