relative_time,PitchSensor,DecibelSource
0,361.33463541666663,50.89063955206904
65,361.33463541666663,47.51656252756493
134,263.5546875,45.751531923897566
198,179.53645833333331,49.33709945880706
272,,51.66344253004848
334,326.4488467261905,53.96445203283377
397,326.4488467261905,46.866273330699066
465,,59.62177957663603
535,251.84375,52.9210537161741
598,,61.79029289566451
665,221.74479166666666,65.59123111860029
735,221.74479166666666,64.65528434680874
797,,54.24440587526477
864,176.51953125,53.06605141981288
934,,63.89183633052309
997,,47.433372669630344
1065,177.63151041666666,62.05036732919816
1135,211.02864583333334,42.95127085252191
1197,,45.75026109423261
1265,231.38541666666666,57.960335567287125
1338,231.38541666666666,64.63543920733625
1397,217.87643229166665,64.92810378890665
1465,204.35052083333332,47.163790128722304
1535,,63.59325978048549
1598,,66.3623998688776
1664,159.4140625,65.24326785252791
1738,99.86328125,65.86623194364864
1798,,60.691087769634876
1865,728.515625,41.86956335465412
1937,728.515625,42.625460071129304
1998,,43.49355246595203
2065,333.3102678571429,42.564772062416765
2135,256.5071614583333,41.605585621075576
2197,256.5071614583333,41.92901826109565
2265,178.5249255952381,44.5901533230183
2335,,60.005329864370424
2397,459.08854166666663,68.38256787701062
2465,249.38802083333334,57.369451993623095
2535,249.38802083333334,55.43992346429562
2597,,59.572183068298266
2665,165.70982142857142,58.96784072166595
2735,,52.599138680165105
2797,1009.6875,69.20523350633854
2865,1009.6875,66.13839391510854
2932,,61.6364461657076
2998,218.67035934744266,51.008975827802985
3065,232.2109375,65.1018469124725
3135,232.2109375,64.16402994807126
3197,306.01888020833337,49.457786847393564
3265,178.31770833333331,45.70028954206655
3335,223.30915178571428,48.5255318316857
3397,223.30915178571428,58.60886368844586
3465,193.64908854166669,56.70842134465715
3535,,54.963843631385615
3597,191.32074652777777,50.414597982104624
3664,187.63671875,57.20851141546839
3736,187.63671875,50.29923266447061
3798,189.8839699074073,46.85535735668144
3865,274.671875,56.72681453122497
3938,208.88811383928572,50.993905542930136
3997,250.57421875,48.99574295980571
4065,250.57421875,55.25051288995665
4135,308.8203125,60.38318077217998
4198,,54.01171269297463
4265,174.58203125,63.32586094942919
4337,,46.72467313068082
4397,,65.98161144416649
4465,316.5859375,61.839709833757446
4535,420.9613095238095,49.26640792939611
4597,304.7953869047619,54.243245335306334
4665,304.7953869047619,52.1375409762435
4735,415.13671875,61.48427729688309
4797,207.65407986111111,58.93263396472128
4865,293.14453125,56.60227791962858
4967,198.82734375,50.74725039091243
4998,198.82734375,55.62863616239732
5065,196.2109375,52.9978831156948
5135,195.71223958333331,50.746775026799014
5198,,56.50587246923628
5265,,54.07305907018282
5335,369.296875,46.276116141105064
5398,355.78125,58.95066013038832
5465,202.91294642857144,51.9173877195371
5538,,45.23967458665484
5597,,54.90313921323393
5665,269.19921875,64.42510968161065
5735,,64.79008500686577
5798,510.0,44.434976778085854
5865,510.0,46.491205798811365
5935,324.4357638888889,46.30885321417264
5997,320.9735759755292,59.90650032064905
6065,227.453125,65.12439703193705
6135,,60.55721120485543
6197,,46.139157830078624
6265,340.24739583333337,59.4439580456674
6336,338.2217261904762,52.83611005405837
6398,210.25390625,51.19595667661911
6465,210.25390625,44.05636589806667
6534,224.41015625,67.8236962826266
6597,277.814453125,52.17507632357794
6665,166.10611979166666,50.020407248664824
6735,228.41852678571425,62.063951444953894
6797,228.41852678571425,42.686481646716025
6865,230.66127232142856,50.01971557991861
6935,,49.79994276316112
6998,517.265625,44.8178648796754
7065,544.9609375,54.82111471368068
7135,544.9609375,44.636093364034664
7198,,62.1024010961635
7265,231.14304315476187,60.076671402035025
7335,,50.59188407270001
7397,,48.096472380365356
7465,571.3345424107142,50.67818226239893
7535,413.515625,61.32606730200212
7597,219.81560019841268,45.95408031251222
7665,219.12109375,62.662850979826715
7735,219.12109375,58.53324582178665
7797,210.72614914021165,60.01463275984829
7865,209.48030598958331,47.49218253490456
7934,239.16852678571428,60.33237531913839
7998,239.16852678571428,47.8192044696441
8065,,53.01045195704849
8134,339.34375,44.170230504219646
8197,179.65928819444446,50.08135824605475
8265,,61.296853816990634
8335,,63.28301708898649
8397,198.85416666666669,50.3915227371884
8465,228.75651041666669,45.17116688085895
8535,,52.91291132317766
8598,,50.39711479325997
8665,150.03125,58.39706133485522
8735,,51.631554093525025
8798,218.56584821428572,58.81782245095798
8865,,48.67384981749042
8934,,63.426267512759004
8998,221.71502976190473,51.17311076534399
9065,224.9346301020408,53.4224695341636
9138,221.99131944444446,61.255505521019714
9197,221.99131944444446,64.54218872641513
9264,168.628125,60.36622109457866
9334,251.63541666666666,57.823271183090334
9397,247.89088541666666,59.66313069192058
9465,264.2013888888889,47.39327045152532
9536,264.2013888888889,49.33957771686336
9597,,42.46818521210052
9664,398.203125,53.58760744553877
9735,,42.710745274759006
9797,,51.65870232607942
9865,444.453125,41.86306384269908
9966,508.98681640625,57.36292099678893
9998,508.98681640625,44.70777883335124
10064,,56.06180296126653
10135,,53.738146176966175
10197,327.0322916666667,45.32843521203239
10265,182.97817460317458,57.93272693285896
10335,,50.88717122666843
10397,,42.75748884479195
10464,529.84375,41.50234358957896
10535,304.6640625,50.329328862697736
10598,,59.31270687066522
10664,440.05859375,65.93123951861875
10735,,67.08354348542747
10798,,45.28903851138409
10865,292.07682291666663,41.78746796528958
10934,277.5703125,42.37166582685474
10997,218.4188988095238,41.817292848826824
11064,218.4188988095238,40.10596736206526
11135,162.7529761904762,39.25466800691538
11197,140.58221726190476,41.204093945560686
11264,,44.415851737508014
11335,348.97786458333337,46.54763549941894
11398,348.97786458333337,48.30999033784504
11464,175.65562996031744,50.21123115820511
11534,118.63715277777779,51.14183818050907
11597,121.3046875,52.90944562250333
11665,121.3046875,52.03016559847585
11734,,50.71940890701498
11797,820.3515625,49.486867588595224
11864,504.921875,51.36482749600823
11933,609.375,64.87033255003608
11997,609.375,66.94228032499606
12064,335.2157738095238,65.48001635697774
12138,462.3828125,59.4907661600685
12198,,55.046203591177886
12264,,54.6472794155655
12335,378.0877976190476,57.41513228950885
12398,238.61002604166669,61.58963152152653
12464,,62.299980430196854
12533,242.65625,61.12946003259431
12598,242.65625,62.528435685948025
12664,247.91399274553572,65.5391735638711
12734,241.6449652777778,54.26706406046314
12797,,42.18719266900493
12864,,60.39851762618525
12934,314.3684895833333,61.3981078979765
12997,,61.55182640648043
13064,422.65625,57.991254170063016
13135,,57.42634807508645
13198,,38.11038508604216
13264,400.703125,61.8353091145482
13334,253.87708333333336,52.918171235474446
13397,251.97916666666669,39.87889609997745
13464,,41.662524519541606
13535,,60.610187220507335
13598,207.03776041666666,63.35954898430462
13664,199.85460069444446,48.85389493491494
13735,165.91517857142856,39.12647106218317
13798,165.91517857142856,62.30825572331733
13864,203.77864583333334,40.478198278165934
13935,,50.082636761014726
13997,212.27864583333331,60.1295105397103
14064,,50.01417826071525
14135,,60.35919394251505
14197,248.53645833333331,63.05719718511702
14264,233.26041666666666,59.6648105410305
14334,194.50520833333334,51.79902072663158
14397,194.50520833333334,55.63579561775238
14464,199.5703125,58.395207833680765
14535,,52.9914759840503
14597,468.125,61.52135702810681
14664,,53.915842979488446
14733,,43.325596414674045
14797,374.453125,50.97451674594901
14864,402.890625,50.58630975233116
14965,,48.95919545310016
14998,,51.92079364439812
15064,196.521484375,45.61804752622913
15134,196.94340277777778,47.28727033658791
15198,,45.998612476820206
15264,182.77115885416666,47.54149493427984
15335,182.77115885416666,44.727125789720155
15397,,50.984533558404706
15464,178.37239583333334,45.736257369341196
15535,161.90325520833335,37.43117625214742
15597,161.90325520833335,60.83108637848879
15664,166.55859375,41.31779009369187
15735,165.34072730654762,42.38472656948356
15797,,39.77494969073037
